name,url,sku,gtin13,price,currency,availability,description,brand,breadcrumbs,images,avg_rating,reviews_count,pack_size,ingredients,storage_details,product_origin,percentage_alcohol,serving_size,nutrition,uniq_id,scraped_at
Ryvita Cheddar & Crack Black Pepper Thins 125G,https://www.tesco.com/groceries/en-GB/products/268348368,268348368,05050974001348,2,GBP,InStock,"Wheat and Rye Flatbread with Mature Cheddar & Cracked Black Pepper. 31 Calories Per Thin,British Baked,High in Fibre,No Artificial Preservatives,Source of Protein,Great Taste,Vegetarian Friendly",RYVITA,"Food Cupboard~Crackers & Crispbreads~Cheese Crackers, Breadsticks & Dipping",https://digitalcontent.api.tesco.com/v2/media/ghs/1b9648ac-56c8-44af-9171-04981427e6be/b87f095b-e3e3-434f-8ded-eead1f407272_1124947495.jpeg,4.2,5,Pack size: 125G,"Wheat Flour (69%) (Wheat Flour, Calcium, Niacin, Iron, Thiamin), Medium Mature Cheddar Cheese (12%) (Medium Mature Cheddar (Milk), Potato Starch), Cheese Powder (Milk) (9%), Wholegrain Rye Flour (8%), Black Pepper (1%), Flavour Enhancer (Potassium Chloride), Salt, Natural Flavouring","For best before see bottom of packStore in a cool, dry place. Once opened, store in an airtight container to keep fresh and crunchy!",,,Approximately 17 thins per pack,"[{'Energy': '1823 kJ'}, {'-': '433 kcal'}, {'Fat': '9.7g'}, {'-of which saturates': '5.8g'}, {'Carbohydrate': '64.2g'}, {'-of which sugars': '2.1g'}, {'Fibre**': '7.1g'}, {'Protein': '18.6g'}, {'Salt': '1.38g'}, {'*Reference Intake of an average adult (8400kJ / 2000kcal)': '-'}, {'Approximately 17 thins per pack': '-'}, {'**Measured using AOAC 2009.01 method': '-'}]",01c6453b-8b50-55a5-9c38-36b09f0c5c48,12/19/22
Mr Kipling Lemon Slice 6 Pack,https://www.tesco.com/groceries/en-GB/products/296983713,296983713,05000221601906,1.35,GBP,InStock,"Lemon Flavoured Sponge with a Lemon Flavour Filling (12%), Topped with a Decorated Lemon Flavoured Icing (26%). Mr Kipling Lemon Layered Slices,Light lemon sponge slices with a zingy filling and icing,100% natural flavours,Suitable for vegetarians,Individually wrapped twin packs",MR KIPLING,"Bakery~Cakes, Cake Bars, Slices & Pies~Small Cakes, Bites & Slices",https://digitalcontent.api.tesco.com/v2/media/ghs/9e2e1403-9058-4eac-8738-2b2cfa0b1882/21d9554a-3185-4d40-b5ff-5e4355e4e972.jpeg,4.5,29,,"Sugar, Wheat Flour (with added Calcium, Iron, Niacin, Thiamin), Water, Vegetable Oils (Rapeseed, Palm), Glucose Syrup, Humectant (Vegetable Glycerine), Dextrose, Dried Egg White, Whey Powder (Milk), Maize Starch, Raising Agents (Disodium Diphosphate, Sodium Bicarbonate), Vegetable Fat (Palm), Concentrated Lemon Juice (contains Preservative (Sodium Metabisulphite (Sulphites))), Tapioca Starch, Emulsifiers (Mono- and Diglycerides of Fatty Acids, Polyglycerol Esters of Fatty Acids, Sorbitan Monostearate, Soya Lecithin, Polysorbate 60), Colours (Calcium Carbonate, Lutein), Salt, Flavourings (contain Milk), Stabiliser (Xanthan Gum), Preservative (Potassium Sorbate), Acids (Citric Acid, Acetic Acid), Gelling Agent (Sodium Alginate)","Stored in a cool, dry place",Carefully baked in the UK,,This pack contains 6 portions,"[{'Energy': '1668kJ'}, {'-': '397kcal'}, {'Fat': '15.0g'}, {'of which Saturates': '3.2g'}, {'Carbohydrate': '62.6g'}, {'of which Sugars': '41.7g'}, {'Fibre': '0.6g'}, {'Protein': '2.6g'}, {'Salt': '0.54g'}, {'This pack contains 6 portions': '-'}]",b7af02c0-7c7e-50d3-8a3c-9aafbb9a3f94,12/19/22
Peckish 6 Energy Balls 6X80g,https://www.tesco.com/groceries/en-GB/products/299512858,299512858,05060235442414,1.5,GBP,InStock,"A complementary feed for wild birds. Attracts Popular Garden Birds,High Energy Sunflower Seeds,Sustainably Sourced",PECKISH,"Pets~Small Animal, Fish & Bird~Wild & Domestic Bird Food & Accessories",https://digitalcontent.api.tesco.com/v2/media/ghs/877ec206-9e6d-45bc-8b13-ad8f61721cb4/f8a3d1b3-01cc-48ae-adf0-06b7a7155b9c_547268837.jpeg,2.4,10,Pack size: 480G,"Wheat, Beef Tallow, Calcium Carbonate, Ground Maize, Wheat Flour, Sunflower Seed (4%), Red Dari, Ground Mixed Seeds",- Store in a cool dry place- Best used within 3 months of opening,,,,[],4c647f4c-986d-597c-afd0-2976446f5f42,12/19/22
Sharpie S Gel Metallic Black 2 Pen 2 Refill,https://www.tesco.com/groceries/en-GB/products/311789057,311789057,03026981626432,9,GBP,InStock,SHARPIE S GEL METALLIC BLACK 2 PEN 2 REFILL ,SHARPIE,"Home & Ents~Stationery, Arts & Crafts~Pens & Pencils",https://digitalcontent.api.tesco.com/v2/media/ghs/be24bbd9-81b4-498f-9339-5469bafa95b5/13e1dc39-f1bd-45de-a7a7-c4127f31be09_1179128725.jpeg,4.7,23,,,,,,,[],a739c0c6-976a-54f5-b3ca-f03d53184893,12/19/22
Tesco All Purpose Chopping Board,https://www.tesco.com/groceries/en-GB/products/292375466,292375466,05054775897131,2.5,GBP,InStock,Tesco All Purpose Chopping Board. Single Chopping Board,TESCO HOME,Home & Ents~Cooking & Dining~Food Preparation,https://digitalcontent.api.tesco.com/v2/media/ghs/a9cbf471-be6b-4fe9-8790-3963e21222e6/b39bd6a7-f5f4-4d14-bb4e-e211a7ad7a39_1202927065.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/c7bf6c0d-6c3e-4706-8aaf-778852c83394/028de3b8-dfec-4f82-8a50-d607f3e95b6d_1531024011.jpeg,3,9,,INGREDIENTS:Polyethylene.,,,,,[],f3a5ed1c-7541-5c41-89b3-73e3364b744c,12/19/22
Tesco British Pork Crumbed Ham 125G,https://www.tesco.com/groceries/en-GB/products/265085320,265085320,05052003369467,2,GBP,InStock,"Sliced, cured and cooked formed ham made from selected cuts of pork leg meat, coated with gluten free breadcrumbs.",TESCO,"Fresh Food~Cooked Meats, Antipasti & Dips~Ham Slices",https://digitalcontent.api.tesco.com/v2/media/ghs/e4f8b949-0d06-4b54-a7eb-af1283b6bf60/f2224b86-58a8-4288-b1fc-1434c506d1e5.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/64ad524b-c22d-4b70-8f2d-6ed6bc3caefe/36bef8d3-09a9-44b6-9ae9-912f289147d1_1015494986.jpeg,3,21,Pack size: 125G,,"Not suitable for freezing. Keep refrigerated. Once opened, consume within 2 days and by 'use by' date shown.
",Made using British pork.,,6 Servings,"[{'Energy': '473kJ / 112kcal'}, {'Fat': '2.0g'}, {'Saturates': '0.7g'}, {'Carbohydrate': '2.1g'}, {'Sugars': '1.0g'}, {'Fibre': '0.1g'}, {'Protein': '21.2g'}, {'Salt': '1.51g'}, {'* Reference intake of an average adult (8400 kJ / 2000 kcal)': '-'}, {'As sold': '-'}]",59ebf456-296f-545a-bdb2-9044407baed9,12/19/22
The Corner Deli Co. Chilli Crackers 65G,https://www.tesco.com/groceries/en-GB/products/274972178,274972178,05000362400208,1.6,GBP,InStock,"Chilli Rice Crackers. Chilli rating - 2,Spicy, crunchy chilli crackers, perfect for snacking,Suitable for vegetarians",DELICATESSEN,Fresh Food~Counters~Counter - Cheese,https://digitalcontent.api.tesco.com/v2/media/ghs/81fe8f61-a995-4611-be69-e890c660bff8/36b3ed3c-1ddc-4109-ba2f-b8f81e49cc71.jpeg,5,4,Pack size: 65G,"Rice (41%), Sunflower Oil, Sugar, Tapioca Starch, Soya Sauce (Soya Bean, Wheat, Salt), Salt, Garlic Powder, Maltodextrin, Liquorice Powder, Capsicum Extract, Yeast Extract, Colour (Paprika Extract)",Ambient dry storage.Best Before: See back of pack,Packed in the UK,,,"[{'Energy': '2307kJ / 554kcal'}, {'Fat': '35.4g'}, {'(of which saturates': '3.4g)'}, {'Carbohydrate': '53.4g'}, {'(of which sugars': '15.1g)'}, {'Fibre': '0.7g'}, {'Protein': '4.6g'}, {'Salt': '2.5g'}]",cacebdc6-d458-5a5f-9ccc-ed74636d2028,12/19/22
Quorn Crispy Nuggets 476G,https://www.tesco.com/groceries/en-GB/products/281572572,281572572,05019503025842,2.95,GBP,InStock,"Meat free savoury flavour nuggets, made with mycoprotein, coated in a crispy batter. Sustainable nutrition. Quorn products are a source of protein because they contain Quorn mycoprotein; a nutritious and sustainable protein source. Quorn mycoprotein is footprinted by the carbon trust and has less impact on our planet's resources. Recommended Netmums. In a poll of 103 Netmums members, 98% would recommend Quorn Crispy Nuggets to a friend or family. To discover delicious recipes made with Quorn products and to find out more about our approach to sustainable nutrition visit www.quorn.co.uk and get social with us!. Deliciously meat free,Source of Protein,Low in Saturated Fat,Source of Fibre,No Soy,Vegetarian Society Approved",QUORN,"Frozen Food~Frozen Vegetarian & Vegan~Frozen Nuggets, Meatballs & Bites",https://digitalcontent.api.tesco.com/v2/media/ghs/1b68afe8-7f07-4554-bfda-21e8c75b372b/9b1f17c7-583a-44c7-93cb-c1b02f909a22.jpeg,4.7,52,Pack size: 476G,"Mycoprotein (39%), Water, Rehydrated Free Range Egg White, Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamine), Vegetable Oils (Sunflower, Rapeseed), Salt, Maize Flour, Wheat Starch, Milk Proteins, Textured Wheat Protein (Wheat Protein, Wheat Flour), Natural Flavouring, Raising Agents: Tetrasodium Diphosphate, Sodium Carbonate, Pea Fibre, Firming Agents: Calcium Chloride, Calcium Acetate, Wheat Gluten, Gelling Agent: Pectin, Dextrose",Keep frozen below -18°C. Do not refreeze once thawed,Made in the UK,,5-6 Servings,"[{'Energy': '795kJ/190kcal'}, {'Fat': '8.3g'}, {'of which saturates': '0.8g'}, {'Carbohydrate': '17g'}, {'of which sugars': '1.9g'}, {'Fibre': '4.5g'}, {'Protein': '9.4g'}, {'Salt': '1.2g'}, {'Serves 5-6': '-'}]",3d9b03a9-99c1-5330-8b87-424b7da91476,12/19/22
Tesco Finest Marron Chestnuts 400G,https://www.tesco.com/groceries/en-GB/products/312111674,312111674,00000003492109,3.5,GBP,OutOfStock,Lasered Marron chestnut.,TESCO FINEST,"Fresh Food~Fresh Fruit~Dried Fruit, Nuts & Seeds",https://digitalcontent.api.tesco.com/v2/media/ghs/79b189ef-b4dc-4c0a-bf93-5cc56db4fa98/2c404e0c-ab97-4b11-8b36-b4c9fbc8abf1.jpeg,,,Pack size: 400G,,Keep refrigerated. ,,,approx. 13 Servings,"[{'Energy': '789kJ / 187kcal'}, {'Fat': '2.7g'}, {'Saturates': '0.5g'}, {'Carbohydrate': '36.6g'}, {'Sugars': '7.0g'}, {'Fibre': '4.1g'}, {'Protein': '2.0g'}, {'Salt': '0.03g'}, {'* Reference intake of an average adult (8400 kJ / 2000 kcal)': '-'}, {'As sold': '-'}]",bbcd80f8-f5dd-5b0d-8bbf-751a17a6c5ba,12/19/22
Tiger Tiger 5Mm Rice Sticks 400G,https://www.tesco.com/groceries/en-GB/products/276865043,276865043,05024448533475,2.4,GBP,InStock,"Tiger Tiger 5Mm Rice Sticks 400G. Unleash the Taste,Naturally Gluten Free,Medium - 5mm,Perfect for adding to soups and stir fries",TIGER TIGER,Food Cupboard~World Foods~Chinese & South East Asian,https://digitalcontent.api.tesco.com/v2/media/ghs/1754f8c7-3133-4e71-bc13-e60b5b6336c1/853b2aa4-c545-4483-a3e3-6e09f603e842_1325357260.jpeg,3.2,6,Pack size: 400G,"Rice Flour (83%), Tapioca Starch, Salt","Store in a cool, dry place and keep away from direct sunlight.",Produced and packed in Vietnam,,,"[{'Energy': '1273kJ / 304kcal'}, {'Fat': '0.5g'}, {'of which saturates': '0g'}, {'Carbohydrate': '72g'}, {'of which sugars': '0g'}, {'Protein': '3g'}, {'Salt': '0.03g'}]",a84ff24c-e247-53fc-889d-4e7c1ab7e9a1,12/19/22
Vaseline Original Petroleum Jelly 100Ml,https://www.tesco.com/groceries/en-GB/products/272455673,272455673,00000042182634,2,GBP,InStock,"Vaseline Original Petroleum Jelly 100Ml. Moisturise your skin . Pure petroleum jelly . Suitable for all skin types . Made with triple-purified Petroleum Jelly, Vaseline Original protects dry, cracked skin and locks in moisture to keep it healthy,Vaseline Petroleum Jelly is clinically proven to help heal dry or damaged skin,The original wonder jelly can be used on dry skin, stressed skin, and sensitive skin to protect it from windburn or chapping,Vaseline provides dry skin relief and helps protect minor cuts, scrapes and burns,Petroleum Jelly is hypoallergenic, dermatologically tested and non-comedogenic, so it will not clog your pores,Vaseline cares for the skin you're born in, which is why our Petroleum Jelly works deep to moisturise dry, rough, and irritated skin",VASELINE,Baby~Baby & Toddler Toiletries~Nappy Cream,https://digitalcontent.api.tesco.com/v2/media/ghs/23397430-1012-46d2-838c-54f85d36701d/be47939a-5693-4ab7-b30b-aafd9e9f3c3a_1426716094.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/35118cf2-3e86-4f5a-9bbf-efe60f201505/68a34ee9-e130-414d-a8d1-c4cad84b3ef1_52356352.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/100ecb8e-d645-41fb-87e4-6d8ff0d52cc3/585c8682-e399-4122-9a51-d20fa85f7d7f_583014191.jpeg,4.8,48,Pack size: 100ML,"Petrolatum, BHT, Tocopheryl Acetate",,South Africa,,,[],e4820e87-3013-5c2c-955b-82e9e069ebfc,12/19/22
Cushelle Quilted 3 Ply 16 Roll Family Pack,https://www.tesco.com/groceries/en-GB/products/302919425,302919425,07322541058870,11.45,GBP,InStock,"Cushelle Quilted 3 Ply 16 Roll Family Pack. Average roll length 18.5 m,Average sheet size 118 x 104 mm,Quilted for extra softness & strength,Average 157 sheets per roll,Available in 4 roll, 6 roll, 9 roll,16 roll and 24 roll,3-ply",CUSHELLE,Household~Toilet Roll~Quilted Toilet Roll,https://digitalcontent.api.tesco.com/v2/media/ghs/016ab2d3-2a18-4771-ad61-6b5419ac4673/c04645fb-9b94-4f87-ac22-e0adf6865664_1693326886.jpeg,4.9,1231,Pack size: 2512SHT,,,United Kingdom,,,[],c46cf3ca-9fae-54bb-a090-871a39a33dfa,12/19/22
Strepsils Throat Pain Honey & Lemon X24,https://www.tesco.com/groceries/en-GB/products/297519664,297519664,05011417568996,5,GBP,InStock,Strepsils Throat Pain Honey & Lemon X24. Pain relief for sore throats,STREPSILS,Health & Beauty~Medicine~Sore Throat,https://digitalcontent.api.tesco.com/v2/media/ghs/5b12730f-428a-474f-a4ca-9f54fc13a11a/93f7fcb3-5268-4796-9403-264f9f88376c_1356534480.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/737119d8-0b4e-4468-aed1-373f124e2320/f7767ffc-3efb-4fef-96c9-8cbdc023e0c4_1817836127.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/52fcc49d-7f09-4053-a073-e66d4f1323b4/10807f3e-c7bd-46b7-bde1-cecc3bcbba0a_650346711.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/24ac82aa-7c95-45fb-a4f2-5b89420263d2/a907d704-0d37-476e-a610-d218a49a5f1d_371452597.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/2688138d-a056-4e60-841e-82c0d6ab5b07/a35d454f-7a0a-4136-b10a-db4bdc2a9728_368959311.jpeg,5,1,,"Each Lozenge contains 2.4mg of Hexylresorcinol, Also contains Liquid Sucrose, Liquid Glucose and Propylene Glycol, For a full list of excipients, see the insert leaflet",Do not store above 25°C. Store in the original packaging. Keep in the outer carton.,,,,[],725b0ab6-ec8b-5adb-8a57-92c9c52a0089,12/19/22
Dairy Pride Uht Skimmed Milk 1 Litre,https://www.tesco.com/groceries/en-GB/products/308100946,308100946,05000316030055,0.7,GBP,OutOfStock,"Ultra Heat Treated Skimmed Milk. Longer lasting UHT milk,0.1% fat,British milk,No additives or preservatives",DP,"Fresh Food~Milk, Butter & Eggs~Milk",https://digitalcontent.api.tesco.com/v2/media/ghs/d2fdb6c5-897e-42b6-97ce-3694e015cdf3/d3632bad-28c4-4448-9d18-36a98474b0fb_2123041940.jpeg,2.3,3,Pack size: 1L,Skimmed Milk,"Once opened, keep refrigerated and use within 3 daysFor best before date see top of carton",,,A 1 litre carton contains 5 glasses of a 200ml serving,"[{'Energy': '140kJ/33kcal'}, {'Fat': '0.1g'}, {' of which saturates': '0g'}, {'Carbohydrate': '4.5g'}, {' of which sugars': '4.5g'}, {'Protein': '3.5g'}, {'Salt': '0.11g'}, {'Vitamins and Minerals': ''}, {'Vitamin B12 ': '0.40µg'}, {'Calcium ': '126mg'}, {'*RI=Reference Intake of an average adult (8400kJ/2000kcal)': '-'}, {'NRV=Nutrient Reference Value': '-'}, {'A 1 litre carton contains 5 glasses of a 200ml serving': '-'}]",e6074ac6-bee3-551b-a6f9-5e4e240b79b9,12/19/22
Fox & Ivy Malmo Cereal Bowl,https://www.tesco.com/groceries/en-GB/products/307372164,307372164,05059512336768,4.5,GBP,InStock,"Fox & Ivy Malmo Cereal Bowl. The reactive glaze color is natural,Stoneware,Excellent quality",Fox & Ivy,Home & Ents~Cooking & Dining~Tableware,https://digitalcontent.api.tesco.com/v2/media/ghs/43113173-2d87-47d9-9238-4923a0e38b21/3273b4b3-2944-4f84-89fe-2aca072dc042_2090331564.jpeg,,,,,,,,,[],cc6cebba-50f3-579f-9e82-1b660e410be7,12/19/22
Philadelphia Original Soft Cheese 280G,https://www.tesco.com/groceries/en-GB/products/311687892,311687892,07622201695521,3.25,GBP,InStock,"Full fat soft cheese. For delicious recipe ideas or any other comments, visit: www.philadelphia.co.uk. Fresh and creamy taste,Made with Simply Good Ingredients Milk, Cream, Pinch of Salt,No Preservatives,Made with pasteurised milk,Suitable for Vegetarians",PHILADELPHIA,Fresh Food~Cheese~Cottage Cheese & Soft Cheese,https://digitalcontent.api.tesco.com/v2/media/ghs/c6041f54-fc64-4125-ab23-7a12ccf31fff/06096e7c-ff1d-4009-b171-4b62ee12fcc8_1014290229.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/7d4944c7-e163-4605-99c3-2ee605b7e1d3/67bd4b34-343c-4071-9318-b58b4c96db1d_1456603083.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/b2bd2369-aebd-4f45-85b4-c49aab6b0d3e/c938e52f-c7e4-41f5-b8fd-176a25debf37_2084004598.jpeg,4.6,55,Pack size: 280G,"Full Fat Soft Cheese, Salt, Stabiliser (Locust Bean Gum), Acid (Citric Acid)","Keep refrigerated. To enjoy this product at its best, consume within 1 week of opening.",,,1 portion = 30 g. Contains 9-10 portions,"[{'Energy': '933 kJ'}, {'-': '226 kcal'}, {'Fat': '21 g'}, {'of which Saturates': '14 g'}, {'Carbohydrate': '4.3 g'}, {'of which Sugars': '4.3 g'}, {'Fibre': '0.2 g'}, {'Protein': '5.4 g'}, {'Salt': '0.75 g'}]",2436b005-95de-5431-bd0b-b347ea749610,12/19/22
Halo Top Peanut Butter Swirl Sticks 3 X 100Ml,https://www.tesco.com/groceries/en-GB/products/303105989,303105989,01230000043014,3.95,GBP,InStock,"Peanut Butter Flavoured Ice Cream with Peanut Butter (12.9%), with Sugars and Sweeteners. 100 kcal per bar",HALO TOP,"Frozen Food~Ice Cream, Ice Lollies & Frozen Desserts~Ice Cream Sticks",https://digitalcontent.api.tesco.com/v2/media/ghs/6e15996f-423f-457d-b919-7140933538ac/b08aebfd-1772-4826-9162-85646a9b8569.jpeg,4.7,3,Pack size: 300ML,"Reconstituted Skimmed Milk, Peanut Butter (12.9%) (Peanuts, Sugar, Peanut Oil, Salt), Resistant Dextrin, Sugar, Cream, Eggs, Skimmed Milk Powder, Sweetener (Erythritol), Emulsifier (Mono and Diglycerides of Fatty Acids), Stabilisers (Locust Bean Gum, Guar Gum), Natural Peanut Flavour, Colour (Plain Caramel), Fat-Reduced Cocoa Powder, Sea Salt, Sweetener (Steviol Glycosides)",Keep frozen below -18°C. Do not refreeze once thawed. Best before: see side of box.,,,,"[{'Energy': '707kJ'}, {'-': '169kcal'}, {'Fat': '9,0g'}, {'of which saturates': '2,4g'}, {'Carbohydrate': '17g'}, {'of which sugars': '14g'}, {'Protein': '6,8g'}, {'Salt': '0,31g'}]",46404624-1e73-5f9f-af47-f3844fb63902,12/19/22
Tesco Tuna Chunks In Sunflower Oil 145G,https://www.tesco.com/groceries/en-GB/products/303882199,303882199,00000003341162,0.8,GBP,InStock,Skipjack tuna chunks in sunflower oil.,TESCO,"Food Cupboard~Tins, Cans & Packets~Tinned Fish & Seafood",https://digitalcontent.api.tesco.com/v2/media/ghs/f4520c00-1202-40c1-87ed-63e9db95870c/ff91f26d-82bc-4bdb-bd55-6bab4ad6e6dd_310314048.jpeg,3.6,11,Pack size: 102G,,"Store in a cool dry place. Once opened, transfer unused contents into a non-metallic container, cover and refrigerate. Consume within 2 days.
",,,2 Servings,"[{'Energy': '669kJ / 159kcal'}, {'Fat': '6.4g'}, {'Saturates': '0.8g'}, {'Carbohydrate': '0g'}, {'Sugars': '0g'}, {'Fibre': '0g'}, {'Protein': '25.4g'}, {'Salt': '0.92g'}, {'* Reference intake of an average adult (8400 kJ / 2000 kcal)': '-'}, {'As sold, drained.': '-'}]",d1e28ac9-023d-5e17-bfbf-29a0aa27faeb,12/19/22
Tesco Vegetable Suet 200G,https://www.tesco.com/groceries/en-GB/products/309451056,309451056,05059512738920,1.3,GBP,InStock,Shredded vegetable suet.,TESCO,Food Cupboard~Home Baking & Sugar~Suet,https://digitalcontent.api.tesco.com/v2/media/ghs/8ac91681-80a5-49aa-b38b-72a6c6ca1617/97b68fcf-538a-464d-bd35-0917ee793878_652417935.jpeg,4.2,4,Pack size: 200G,,Store in a cool dry place.    ,,,6 Servings,"[{'Energy': '3073kJ / 744kcal'}, {'Fat': '70.0g'}, {'Saturates': '38.8g'}, {'Carbohydrate': '26.7g'}, {'Sugars': '0.1g'}, {'Fibre': '0.5g'}, {'Protein': '1.6g'}, {'Salt': '<0.01g'}, {'* Reference intake of an average adult (8400 kJ / 2000 kcal)': '-'}, {'As sold': '-'}]",022ad55c-bf03-590e-ae46-13a51813c1fa,12/19/22
Good Boy Wagtastic Jumbo Twist Chicken 70G,https://www.tesco.com/groceries/en-GB/products/291596799,291596799,05000239058440,2.25,GBP,InStock,"A Complementary Pet Food for Dogs. Yummy dog treats,100% natural chicken breast meat,Promotes dental hygiene,Get your dog's tail wagging!,Containing no artificial colours, flavours or preservatives",WAGTASTIC,"Pets~Dog Food & Accessories~Dog Treats, Dental Chews & Biscuits",https://digitalcontent.api.tesco.com/v2/media/ghs/ddec5dec-6c5b-4fc3-a90e-bbeabf8022dc/345f7f4d-e146-4be0-8e8e-79ef053275bb_627641552.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/ed896036-d65e-48a6-a12f-f82fc2a99398/8ce407a5-f241-4047-976f-5aad7e4af16d_839446369.jpeg~https://digitalcontent.api.tesco.com/v2/media/ghs/667780fb-06b1-40ad-9479-406d7a13299e/a780b01c-fa77-4ec9-9052-ae84daff3682_451489731.jpeg,4.7,3,Pack size: 70G,"Rawhide (50%), Chicken Breast (45%), Glycerin, Pea Protein, Salt","To keep this treat in tip top condition, store somewhere cool and dry.",,,,"[{'Crude Protein': '88%'}, {'Fat Content': '2%'}, {'Crude Fibres': '1%'}, {'Crude Ash': '2%'}, {'Moisture': '18%'}]",2653abe6-3f10-5969-9500-b9bf82dcee3e,12/19/22
